YEAR,STATE_NAME,COMMODITY_DESC,STATISTICCAT_DESC,UNIT_DESC,total_value
2017,VIRGINIA,CHICKENS,"CONDEMNED, POST-MORTEM, CONTAMINATION",HEAD,24
2017,VIRGINIA,CHICKENS,INVENTORY,OPERATIONS,422
2017,VIRGINIA,CHICKENS,PRODUCTION,OPERATIONS,55
2017,VIRGINIA,CHICKENS,SALES,HEAD,1179
2017,VIRGINIA,CHICKENS,SALES,OPERATIONS,1195
2017,WASHINGTON,CHICKENS,INVENTORY,OPERATIONS,195
2017,WASHINGTON,CHICKENS,SALES,HEAD,1169
2017,WASHINGTON,CHICKENS,SALES,OPERATIONS,319
2017,"WEST VIRGINIA",CHICKENS,INVENTORY,OPERATIONS,292
2017,"WEST VIRGINIA",CHICKENS,PRODUCTION,HEAD,36
2017,"WEST VIRGINIA",CHICKENS,PRODUCTION,OPERATIONS,26
2017,"WEST VIRGINIA",CHICKENS,SALES,HEAD,2704
2017,"WEST VIRGINIA",CHICKENS,SALES,OPERATIONS,610
2017,WISCONSIN,CHICKENS,INVENTORY,OPERATIONS,522
2017,WISCONSIN,CHICKENS,PRODUCTION,HEAD,59
2017,WISCONSIN,CHICKENS,PRODUCTION,OPERATIONS,3
2017,WISCONSIN,CHICKENS,SALES,HEAD,2831
2017,WISCONSIN,CHICKENS,SALES,OPERATIONS,1211
2017,WISCONSIN,CHICKENS,SLAUGHTERED,HEAD,50
2017,WYOMING,CHICKENS,INVENTORY,OPERATIONS,92
2017,WYOMING,CHICKENS,SALES,HEAD,1729
2017,WYOMING,CHICKENS,SALES,OPERATIONS,176
2018,ALABAMA,CHICKENS,"CONDEMNED, POST-MORTEM, OVERSCALD",HEAD,16
2018,ALABAMA,CHICKENS,PRODUCTION,LB,4
2018,"AMERICAN SAMOA",CHICKENS,"FARM USE",$,6
2018,"AMERICAN SAMOA",CHICKENS,"FARM USE",HEAD,1755
2018,"AMERICAN SAMOA",CHICKENS,"FARM USE",OPERATIONS,56
2018,"AMERICAN SAMOA",CHICKENS,SALES,HEAD,428
2018,CALIFORNIA,CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",14
2018,DELAWARE,CHICKENS,"CONDEMNED, POST-MORTEM, OVERSCALD",HEAD,24
2018,GEORGIA,CHICKENS,"CONDEMNED, POST-MORTEM, ALL CAUSES",HEAD,3
2018,INDIANA,CHICKENS,SLAUGHTERED,"LB / HEAD, LIVE BASIS",4.5
2018,IOWA,CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",4
2018,LOUISIANA,CHICKENS,SLAUGHTERED,HEAD,186
2018,MARYLAND,CHICKENS,HATCHED,HEAD,349
2018,MARYLAND,CHICKENS,PLACEMENTS,HEAD,300
2018,MICHIGAN,CHICKENS,"SALES FOR SLAUGHTER",HEAD,5
2018,MISSOURI,CHICKENS,"LOSS, DEATH & RENDERED",HEAD,3
2018,NEBRASKA,CHICKENS,"SALES FOR SLAUGHTER",$,28
2018,"NEW JERSEY",CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",65
2018,"NORTH CAROLINA",CHICKENS,PRODUCTION,HEAD,2
2018,"NORTHERN MARIANA ISLANDS",CHICKENS,SALES,HEAD,130
2018,"NORTHERN MARIANA ISLANDS",CHICKENS,SALES,OPERATIONS,16
2018,OKLAHOMA,CHICKENS,"SALES FOR SLAUGHTER",HEAD,2
2018,"OTHER STATES",CHICKENS,"LOSS, DEATH & RENDERED",HEAD,6
2018,"OTHER STATES",CHICKENS,PRODUCTION,$,1
2018,PENNSYLVANIA,CHICKENS,"LOSS, DEATH & RENDERED",HEAD,2
2018,"PUERTO RICO",CHICKENS,SALES,$,690
2018,"PUERTO RICO",CHICKENS,SALES,HEAD,713
2018,"PUERTO RICO",CHICKENS,SALES,OPERATIONS,224
2018,TENNESSEE,CHICKENS,"SALES FOR SLAUGHTER",HEAD,1
2018,TENNESSEE,CHICKENS,SLAUGHTERED,"LB / HEAD, LIVE BASIS",5.3
2018,TEXAS,CHICKENS,"CONDEMNED, POST-MORTEM, OVERSCALD",HEAD,14
2018,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM","PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED",0.75
2018,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, ALL CAUSES",HEAD,1
2018,"US TOTAL",CHICKENS,"PLACEMENTS, INTENDED",HEAD,2
2018,"US TOTAL",CHICKENS,PRODUCTION,LB,457
2018,"US TOTAL",CHICKENS,"SALES FOR SLAUGHTER",$,49
2018,"US TOTAL",CHICKENS,SLAUGHTERED,HEAD,126
2018,"VIRGIN ISLANDS OF THE US",CHICKENS,SALES,OPERATIONS,1
2018,VIRGINIA,CHICKENS,"CONDEMNED, POST-MORTEM, AIRSACCULITIS",HEAD,223
2018,VIRGINIA,CHICKENS,"CONDEMNED, POST-MORTEM, BRUISES",HEAD,9
2018,"WEST VIRGINIA",CHICKENS,"LOSS, DEATH & RENDERED",HEAD,276
2018,WISCONSIN,CHICKENS,"SALES FOR SLAUGHTER",$,259
2019,ALABAMA,CHICKENS,"EGGS SET",EGGS,1
2019,ALABAMA,CHICKENS,PRODUCTION,LB,6
2019,ARKANSAS,CHICKENS,PLACEMENTS,HEAD,1
2019,CALIFORNIA,CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",15
2019,COLORADO,CHICKENS,SALES,$,32
2019,DELAWARE,CHICKENS,HATCHED,HEAD,225
2019,DELAWARE,CHICKENS,PRODUCTION,LB,1
2019,DELAWARE,CHICKENS,SALES,HEAD,1
2019,GEORGIA,CHICKENS,SLAUGHTERED,HEAD,1
2019,ILLINOIS,CHICKENS,"INVENTORY, PEAK",HEAD,335
2019,ILLINOIS,CHICKENS,"SALES FOR SLAUGHTER",$,83
2019,INDIANA,CHICKENS,PRODUCTION,LB,246
2019,KENTUCKY,CHICKENS,"SALES FOR SLAUGHTER",$,1
2019,KENTUCKY,CHICKENS,"SALES FOR SLAUGHTER","LB, LIVE BASIS",28
2019,LOUISIANA,CHICKENS,"LOSS, DEATH & RENDERED",HEAD,364
2019,MAINE,CHICKENS,SALES,$,274
2019,MARYLAND,CHICKENS,"EGGS SET",EGGS,411
2019,MARYLAND,CHICKENS,"INVENTORY, PEAK",OPERATIONS,8
2019,MARYLAND,CHICKENS,"SALES FOR SLAUGHTER",$,40
2019,MISSOURI,CHICKENS,SALES,$,594
2019,MISSOURI,CHICKENS,"SALES FOR SLAUGHTER",$,1
2019,"NEW YORK",CHICKENS,SALES,$,140
2019,"NORTH CAROLINA",CHICKENS,"CONDEMNED, POST-MORTEM, AIRSACCULITIS",HEAD,206
2019,"NORTH CAROLINA",CHICKENS,PRODUCTION,HEAD,40
2019,OHIO,CHICKENS,SALES,OPERATIONS,4
2019,OHIO,CHICKENS,SLAUGHTERED,HEAD,112
2019,OHIO,CHICKENS,SLAUGHTERED,"LB, LIVE BASIS",583
2019,OKLAHOMA,CHICKENS,SALES,OPERATIONS,2
2019,OREGON,CHICKENS,"LOSS, DEATH & RENDERED",HEAD,1
2019,"OTHER STATES",CHICKENS,PRODUCTION,HEAD,573
2019,"OTHER STATES",CHICKENS,"SALES FOR SLAUGHTER",$,199
2019,PENNSYLVANIA,CHICKENS,PRODUCTION,LB,1
2019,"SOUTH CAROLINA",CHICKENS,SLAUGHTERED,HEAD,294
2019,TEXAS,CHICKENS,SLAUGHTERED,HEAD,685
2019,"US TOTAL",CHICKENS,"CONDEMNED, ANTE-MORTEM","PCT OF SLAUGHTER",1.16
2019,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM","PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED",10.74
2019,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, LEUKOSIS",HEAD,964
2019,"US TOTAL",CHICKENS,"EGGS SET",EGGS,12
2019,"US TOTAL",CHICKENS,PRODUCTION,$,28
2019,"US TOTAL",CHICKENS,SALES,OPERATIONS,361
2019,VERMONT,CHICKENS,SALES,$,36
2019,VERMONT,CHICKENS,"SALES FOR SLAUGHTER",$,14
2019,VIRGINIA,CHICKENS,"CONDEMNED, POST-MORTEM, CADAVER",HEAD,8
2019,VIRGINIA,CHICKENS,SALES,$,3
2019,VIRGINIA,CHICKENS,SLAUGHTERED,HEAD,322
2020,ALABAMA,CHICKENS,"CONDEMNED, POST-MORTEM, BRUISES",HEAD,3
2020,ALABAMA,CHICKENS,SLAUGHTERED,"LB, LIVE BASIS",6
2020,CALIFORNIA,CHICKENS,SLAUGHTERED,HEAD,274
2020,DELAWARE,CHICKENS,"CONDEMNED, POST-MORTEM, SYNOVITIS",HEAD,384
2020,DELAWARE,CHICKENS,SLAUGHTERED,"LB / HEAD, LIVE BASIS",7.7
2020,FLORIDA,CHICKENS,HATCHED,HEAD,51
2020,GEORGIA,CHICKENS,PRODUCTION,LB,8
2020,ILLINOIS,CHICKENS,PRODUCTION,LB,2
2020,KENTUCKY,CHICKENS,"CONDEMNED, POST-MORTEM","PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED",0.51
2020,MARYLAND,CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",4
2020,MARYLAND,CHICKENS,PRODUCTION,LB,1
2020,MISSISSIPPI,CHICKENS,"CONDEMNED, POST-MORTEM, ALL CAUSES",HEAD,436
2020,MISSOURI,CHICKENS,PRODUCTION,HEAD,292
2020,MISSOURI,CHICKENS,SLAUGHTERED,HEAD,421
2020,"NORTH CAROLINA",CHICKENS,PLACEMENTS,HEAD,1
2020,"SOUTH CAROLINA",CHICKENS,SLAUGHTERED,"LB / HEAD, LIVE BASIS",7.7
2020,TEXAS,CHICKENS,HATCHED,HEAD,746
2020,TEXAS,CHICKENS,PRODUCTION,LB,3
2020,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, AIRSACCULITIS",HEAD,218
2020,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, BRUISES",HEAD,51
2020,"US TOTAL",CHICKENS,PRODUCTION,LB,63
2020,"US TOTAL",CHICKENS,SLAUGHTERED,"LB, LIVE BASIS",118
2020,VIRGINIA,CHICKENS,"CONDEMNED, POST-MORTEM, AIRSACCULITIS",HEAD,107
2020,VIRGINIA,CHICKENS,PRODUCTION,LB,1
2020,WISCONSIN,CHICKENS,PRODUCTION,$,80
2021,ARKANSAS,CHICKENS,PRODUCTION,LB,7
2021,CALIFORNIA,CHICKENS,"CONDEMNED, POST-MORTEM","PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED",1.01
2021,CALIFORNIA,CHICKENS,"INVENTORY, PEAK",HEAD,2
2021,CALIFORNIA,CHICKENS,SALES,HEAD,62
2021,FLORIDA,CHICKENS,"INVENTORY, PEAK",OPERATIONS,2
2021,GEORGIA,CHICKENS,"INVENTORY, PEAK",HEAD,9
2021,GEORGIA,CHICKENS,"INVENTORY, PEAK",OPERATIONS,3
2021,IOWA,CHICKENS,"INVENTORY, PEAK",OPERATIONS,4
2021,KENTUCKY,CHICKENS,PRODUCTION,LB,1
2021,MINNESOTA,CHICKENS,SALES,OPERATIONS,4
2021,MISSOURI,CHICKENS,PRODUCTION,HEAD,301
2021,NEVADA,CHICKENS,"INVENTORY, PEAK",OPERATIONS,5
2021,"NEW YORK",CHICKENS,SALES,HEAD,71
2021,"US TOTAL",CHICKENS,SALES,$,1
2021,VERMONT,CHICKENS,"INVENTORY, PEAK",OPERATIONS,5
2021,VERMONT,CHICKENS,SALES,$,15
2021,"WEST VIRGINIA",CHICKENS,"INVENTORY, PEAK",HEAD,637
2021,"WEST VIRGINIA",CHICKENS,PRODUCTION,HEAD,66
2021,WISCONSIN,CHICKENS,"INVENTORY, PEAK",OPERATIONS,11
